GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
6500;Управление ФНС России по Сахалинской области;,693020,,,Южно-Сахалинск г,,Карла Маркса ул,14,,;4242 55-71-06, единый центр 8-800-222-22-22;Код ОКПО:27592744, Понедельник - четверг с 9:00 до 17:15, Пятница с 9:00 до 17:00;Казначейство России (ФНС России);64704000,64708000,64752000,64712000,64716000,64720000,64724000,64000000,64728000,64736000,64740000,64743000,64748000,64754000,64701000,64732000,64746000,64750000,64756000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;65023;УФНС России по Сахалинской области;,693020,,,Южно-Сахалинск г,,Карла Маркса ул,14,,;4242 74-02-00, справка 4242 74-02-09;;65023;УФНС России по Сахалинской области;,693020,,,Южно-Сахалинск г,,Карла Маркса ул,14,,;4242 74-02-00, справка 4242 74-02-09;
6600;Управление ФНС России по Свердловской области;,620075,,,Екатеринбург г,,Пушкина ул,11,,;8-800-222-22-22;Код ОКПО:32252068 Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45. Обеденный перерыв 13.00-13.48;Казначейство России (ФНС России);65000000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;;;;;
6612;Межрайонная инспекция ФНС России №22 по Свердловской области;,623400,Свердловская обл,,Каменск-Уральский г,,Кунавина ул,2,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65712000,66;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6617;Межрайонная инспекция ФНС России №14 по Свердловской области;,624440,Свердловская обл,,Краснотурьинск г,,Ленина ул,9,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65735000,65710000,65738000,65743000,65748000,65715000,65716000,65755000,65756000,65721000,65742000,65734000,65709000,65745000,65746000,65764000,65749000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6623;Межрайонная инспекция ФНС России №16 по Свердловской области;,622001,Свердловская обл,,Нижний Тагил г,,Ломоносова ул,4,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65708000,65717000,65765000,65751000,65750000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6658;Инспекция ФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6670;Инспекция ФНС России по Кировскому району г.Екатеринбурга;,620062,,,Екатеринбург г,,Тимирязева ул,11,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6671;Инспекция ФНС России по Ленинскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Малышева ул,42,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6677;Межрайонная инспекция ФНС России №23 по Свердловской области;,623780,Свердловская обл,,Артемовский г,,Ленина ул,19,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65771000,65703000,65608405,65608000,65608406,65711000,65608425,65645415,65769000,65720000,65639000,65645000,65645440,65723000,65726000,65645450,65739000,65728000,65639440,65639455,65639460,65639470;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6678;Межрайонная инспекция ФНС России №24 по Свердловской области;,620107,,,Екатеринбург г,,Стрелочников ул,41,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65731000,66;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6679;Межрайонная инспекция ФНС России №25 по Свердловской области;,620085,Свердловская обл,,Екатеринбург г,,Титова ул,3,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65754000,66;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6683;Межрайонная инспекция ФНС России №29 по Свердловской области;,624260,Свердловская обл,,Асбест г,,Комсомольская ул,7,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65730000,65706000,65623405,65623415,65760000,65623420,65623430,65741000,65623000,65762000,65623455,65718000,65724000,65725000,65707000,65737000,65763000,65758000,65767000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6684;Межрайонная инспекция ФНС России №30 по Свердловской области;,623101,Свердловская обл,,Первоуральск г,,Емлина ул,20а,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65704000,65705000,65759000,65628174,65628420,65628104,65628000,65628101,65727000,65628163,65736000,65747000,65753000,65719000,65766000,65713000,65701000,65628154;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6685;Межрайонная инспекция ФНС России №31 по Свердловской области;,620100,,,Екатеринбург г,,Мичурина ул,239,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65729000,65722000,65701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6686;Межрайонная инспекция ФНС России №32 по Свердловской области;,620091,,,Екатеринбург г,,Стачек ул,17б,,;8-800-222-22-22;Код ОКПО:76494938 Режим работы: понедельник, среда 9.00-18.00, вторник, четверг 9.00-20.00, пятница 9.00-16.45. Без перерыва на обед;Казначейство России (ФНС России);65744000,65714000,65752000,65761000,65733000,65732000,65757000,65701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;66121;ИФНС России по Верх-Исетскому району г.Екатеринбурга;,620014,,,Екатеринбург г,,Хомякова ул,4,,;8-800-222-22-22;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.
6700;Управление ФНС России по Смоленской области;,214040,,,Смоленск г,,Гагарина пр-кт,23в,,;8-800-222-2222;Код ОКПО:12381734. Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Перерыв с 13.00 до 13.45. Выходной: суббота, воскресенье.;Казначейство России (ФНС России);66603000,66605000,66608000,66609000,66611000,66614000,66616000,66619000,66621000,66623000,66624000,66627000,66630000,66633000,66636000,66638000,66641000,66644000,66646000,66648000,66650000,66652000,66654000,66656000,66658000,66710000,66654405,66627405,66614405,66605404,66636408,66641410,66627410,66648410,66641415,66619416,66654415,66609403,66611410,66616412,66641417,66603101,66614153,66652405,66644415,66621414,66650420,66630410,66641425,66644417,66605101,66605408,66608101,66608416,66609411,66644421,66627420,66638153,66652425,66624430,66611101,66644424,66630415,66609414,66614101,66646470,66616101,66636430,66619101,66621433,66611445,66641445,66650435,66654425,66630420,66641457,66641460,66605436,66623410,66658415,66646425,66623151,66608424,66644433,66644436,66636442,66652410,66644439,66652422,66619440,66644442,66644445,66624151,66603480,66621444,66633445,66619452,66654430,66636460,66644454,66638450,66636462,66624445,66646420,66648435,66624455,66614440,66658435,66644465,66627151,66633450,66658445,66656440,66641470,66646410,66608456,66630435,66627460,66605456,66644406,66616155,66656420,66636470,66648440,66656445,66638460,66636472,66603460,66652455,66644474,66644476,66658455,66638475,66656425,66633101,66616448,66611153,66644482,66636476,66633465,66641475,66641480,66636101,66638101,66656435,66621466,66641495,66641101,66603470,66605472,66611487,66644484,66656405,66627480,66644486,66641485,66605476,66633485,66656460,66658480,66636488,66646101,66644492,66627475,66648450,66630440,66611490,66616468,66605480,66654472,66623432,66650477,66614465,66652151,66654151,66644498,66652480,66638494,66633495,66623428,66656151,66658101,66701000,66000000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;67044;УФНС России по Смоленской области;,214040, Смоленская обл,, Смоленск г,, Гагарина пр-кт,23В,,;(4812) 20-60-00, 38-63-17;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Перерыв с 13.00 до 13.45. Выходной: суббота, воскресенье.;67044;УФНС России по Смоленской области;,214040, Смоленская обл,, Смоленск г,, Гагарина пр-кт,23В,,;(4812) 20-60-00, 38-63-17;Режим работы: ежедневно с 9.00 по 18.00, в пятницу с 9.00 до 16.45. Перерыв с 13.00 до 13.45. Выходной: суббота, воскресенье.
6800;Управление ФНС России по Тамбовской области;,392000,Тамбовская обл,,Тамбов г,,Интернациональная ул,55,,;8 800 222-22-22;Код ОКПО:24602778. Время приема налогоплательщиков: Понедельник, среда с 9.00 до 18.00, вторник, четверг с 9.00 до 20.00, пятница с 9.00 до 16.45, без перерыва на обед.;Казначейство России (ФНС России);68502000,68503000,68504000,68506000,68508000,68510000,68512000,68514000,68516000,68000000,68518000,68520000,68522000,68524000,68526000,68528000,68530000,68532000,68534000,68536000,68540000,68542000,68544000,68546000,68705000,68720000,68725000,68730000,68710000,68715000,68701000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;68034;УФНС России по Тамбовской области;,392020, Тамбовская обл,, Тамбов г,, З.Космодемьянской ул, д 12,,;4752-450023;режим работы с 9.00-18.00, пятница с 9.00-16.45;68034;УФНС России по Тамбовской области;,392020, Тамбовская обл,, Тамбов г,, З.Космодемьянской ул, д 12,,;4752-450023;режим работы с 9.00-18.00, пятница с 9.00-16.45
6900;Управление ФНС России по Тверской области;,170100,,,Тверь г,,Вагжанова ул,23,,;8-800-222-22-22;Переход на двухуровневую систему управления. Код ОКПО:21351353, Режим работы: Понедельник-Четверг с 9.00 до 18.00, Пятница с 9.00 до 16.45.;Казначейство России (ФНС России);28502000,28504000,28506000,28508000,28654412,28654422,28654414,28510000,28654418,28714000,28654424,28514000,28516000,28518000,28520000,28522000,28758000,28526000,28528000,28530000,28532000,28534000,28536000,28538000,28540000,28654444,28654466,28654430,28542000,28654446,28000000,28759000,28544000,28752000,28546000,28547000,28548000,28654464,28549000,28550000,28551000,28552000,28553000,28654460,28654462,28654458,28555000,28751000,28557000,28654408,28753000,28756000,28701000,28750000,28654000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;69055;УФНС России по Тверской области;,170100,,, Тверь г,, Вагжанова ул, д 23,,;8-800-222-22-22;Режим работы 9-00 - 18-00 перерыв 13.00 - 13.45;69055;УФНС России по Тверской области;,170100,,, Тверь г,, Вагжанова ул, д 23,,;8-800-222-22-22;Режим работы 9-00 - 18-00 перерыв 13.00 - 13.45
7000;Управление ФНС России по Томской области;,634061,,,Томск г,,Фрунзе пр-кт,55,,;8(382) 260-77-92, Единый Контакт-центр:8-800-2222222 (бесплатно);Код ОКПО:24635909 Часы приема: понедельник, среда: 9.00 - 18.00, пятница: 9.00 - 16.45, вторник, четверг: 9.00 - 20.00.;Казначейство России (ФНС России);69604000,69604410,69658405,69608000,69608101,69612000,69612417,69658415,69608408,69616151,69652410,69652420,69654408,69608410,69612415,69624416,69616000,69636410,69654413,69628475,69620450,69612420,69707000,69710000,69701000,69741000,69620410,69644410,69654420,69654428,69654416,69620000,69620420,69632415,69654417,69636420,69654418,69624000,69624422,69616410,69624424,69616420,69628000,69628435,69656430,69632000,69632101,69648422,69654432,69654436,69636423,69636000,69636405,69648425,69604420,69616440,69628440,69654448,69654450,69654454,69620430,69640422,69640000,69640425,69654455,69000000,69604430,69640427,69644430,69654457,69608440,69624440,69632490,69636440,69608450,69648430,69608460,69604440,69628445,69654460,69632455,69644440,69624442,69654463,69604444,69616450,69616445,69644000,69644445,69612455,69648000,69648440,69628460,69636445,69612460,69658460,69656450,69612475,69636450,69654480,69616470,69632465,69658450,69604448,69648445,69624448,69654484,69624452,69624456,69644455,69628465,69616480,69640440,69652000,69652440,69624472,69654000,69658455,69640450,69654492,69624476,69648450,69628470,69656455,69624480,69624484,69632485,69656000,69656460,69620440,69652460,69628480,69658000,69658485,69616490,69608480;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;70022;УФНС России по Томской области;,634061,,,Томск г,,Фрунзе пр-кт,55,,;3822-791434, 3822-791408;;70022;УФНС России по Томской области;,634061,,,Томск г,,Фрунзе пр-кт,55,,;3822-791434, 3822-791408;
7100;Управление ФНС России по Тульской области;,300041,,,Тула г,,Тургеневская ул,66,,;8-800-222-22-22;Код ОКПО:39001010 Понедельник-четверг с 9.00 до 18.00, пятница с 9.00 до 16.45;Казначейство России (ФНС России);70604000,70624405,70604410,70608404,70608408,70606000,70608000,70628405,70628415,70612000,70616000,70642420,70618405,70636460,70612420,70616420,70628425,70622410,70618000,70626414,70622000,70650428,70608416,70644463,70624000,70638425,70626000,70628000,70648436,70628435,70630000,70648440,70606432,70646444,70648458,70622435,70604465,70630425,70638405,70612432,70642450,70626434,70648412,70636000,70638000,70606420,70638455,70628463,70618440,70650436,70630445,70646460,70640460,70636405,70730000,70644460,70622455,70640000,70650449,70642000,70608448,70646480,70616455,70644000,70612460,70646000,70644485,70628475,70648000,70640450,70636475,70624445,70650000,70648408,70706000,70606101,70608101,70628108,70612101,70712000,70714000,70626101,70628101,70628113,70724000,70638101,70648104,70640101,70701000,70644101,70640108,70648101,70650101,70604151,70616151,70618151,70622151,70630151,70702000,70636151,70648154,70642151,70646151,70000000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;71033;УФНС России по Тульской области;,300041,,, Тула г,, Красноармейский пр-кт, д 48, корп 2,;8(4872)26-82-63 доб.5233;;71033;УФНС России по Тульской области;,300041,,, Тула г,, Красноармейский пр-кт, д 48, корп 2,;8(4872)26-82-63 доб.5233;
7200;Управление ФНС России по Тюменской области;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;8-800-222-22-22;Код ОКПО:34450370, Понедельник - четверг с 9-00 до 18-00, пятница с 9-00 до 17-00. Перерыв на обед с 13.00 до 13.48. Суббота, воскресенье: выходные дни.;Казначейство России (ФНС России);71700000,71000000,71600000;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;;;;;;;;;;
7203;Инспекция ФНС России по г. Тюмени № 3;,625009,Тюменская обл,,Тюмень г,,Товарное шоссе ул,15,,;8-800-222-22-22;Код ОКПО:33583672, Режим работы: понедельник, среда с 9.00 до 18.00, вторник, четверг с 9.00 до 20.00, пятница с 9.00 до 16.45. Без перерыва на обед. Суббота, воскресенье: выходные дни.;Казначейство России (ФНС России);71700000,71701000,71702000,71703000,71705000,71710000,71715000,71600000,71603000,71603400,71603402,71603410,71603415,71603430,71603435,71603440,71603445,71603450,71603455,71603460,71603465,71605000,71605400,71605405,71605410,71605415,71605420,71605425,71605430,71605435,71605440,71605445,71607000,71607400,71607405,71607410,71607415,71607420,71607425,71607430,71607435,71607440,71607445,71607450,71607455,71610000,71610400,71610410,71610420,71610430,71610440,71610450,71610460,71610470,71610474,71610480,71613000,71613400,71613404,71613408,71613412,71613416,71613424,71613428,71613432,71613436,71613444,71613456,71613460,71613464,71613468,71613472,71613476,71613480,71613484,71613488,71613492,71615000,71615400,71615404,71615408,71615412,71615416,71615420,71615424,71615428,71615432,71615436,71615440,71615444,71615448,71615452,71615456,71624000,71624400,71624403,71624405,71624410,71624415,71624417,71624420,71624425,71624427,71624430,71624435,71624440,71624445,71624450,71624455,71624460,71624465,71626000,71626400,71626404,71626408,71626412,71626416,71626420,71626424,71626428,71626432,71626436,71626440,71626442,71626444,71626448,71626452,71626456,71626460,71626464,71626468,71626472,71626476,71626484,71626488,71630000,71630400,71630405,71630410,71630415,71630420,71630425,71630430,71630432,71630435,71630440,71630445,71630450,71630452,71630455,71632000,71632400,71632404,71632408,71632412,71632416,71632420,71632428,71632432,71632440,71632448,71632450,71632452,71632456,71632469,71632472,71632475,71632478,71632482,71634000,71634400,71634411,71634415,71634422,71634444,71634448,71634455,71634466,71634477,71636000,71636400,71636405,71636410,71636415,71636420,71636425,71636430,71636435,71636445,71636450,71636455,71638000,71638400,71638410,71638420,71638430,71638440,71638470,71638480,71638490,71642000,71642400,71642405,71642407,71642410,71642415,71642420,71642425,71642430,71642435,71642440,71642445,71642450,71642455,71642460,71642462,71642465,71642470,71642473,71642475,71642480,71642482,71642485,71642490,71644000,71644400,71644405,71644410,71644412,71644416,71644417,71644420,71644425,71644430,71644440,71644445,71644450,71644451,71644452,71644456,71644458,71644460,71644470,71644475,71644480,71644485,71648000,71648400,71648405,71648410,71648415,71648420,71648425,71648435,71648438,71648440,71648445,71648450,71648452,71648455,71648700,71648701,71650000,71650400,71650405,71650410,71650415,71650420,71650425,71650430,71650435,71650440,71650445,71650450,71650455,71650460,71650465,71650470,71653000,71653400,71653405,71653420,71653425,71653430,71653440,71653443,71653447,71653450,71653460,71653465,71656000,71656400,71656405,71656410,71656413,71656415,71656420,71656422,71656423,71656425,71656430,71656435,71656440,71656445,71656450,71656455,71656460,71658000,71658400,71658405,71658410,71658415,71658420,71658425,71658430,71658435,71658440,71658445,71658450,71658455,71658460,71658465,71658470;7727406020;770801001;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ//УФК по Тульской области г.Тула;17003983;4,01028E+19;3,10064E+18;72234;Межрайонная ИФНС России № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00;72234;Межрайонная ИФНС России № 14 по Тюменской области;,625009,,, Тюмень г,, Товарное шоссе ул, д 15,,;(3452) 29-62-66;Режим работы: понедельник- четверг с 8.00 до 17.00, пятница с 8.00 до16.00
